duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class
14998284,105,5963,69018,25049,20006.44192,19997.712,4515.723899,3406.044039,100.0781156,11108.67083,90,24053,9998.856,6308.487645,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993515,914,5951,62163,25053,20018.04406,20002.83178,4321.3533,3385.191747,100.043252,11104.80098,63,24046,10002.3449,6151.245734,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993251,3839,5945,33587,25088,19995.0267,19991.00133,3786.907644,3446.983915,100.1117103,11112.39984,85,24011,9995.500667,6140.614056,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994675,94,5947,75480,25349,20027.28476,20008.50868,5966.606385,3408.261204,99.96882227,11096.53927,55,24084,10009.7964,6086.353148,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999626,52,5913,150786,25443,19999.50133,20006.93191,6944.056472,3497.177401,100.0691617,11107.67695,52,24086,9999.750667,6263.080674,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999695,135,5972,73891,24248,19995.41867,19996.04933,4990.289729,3420.817687,100.1353694,11115.02601,100,24064,9993.134577,6198.21503,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987247,409,5971,67997,24601,20000.76368,20009.49399,4709.516071,3437.207871,100.0850923,11109.44525,75,24074,9998.163442,5925.755542,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993189,104,5918,76406,25056,19992.32176,19990.91867,5151.184837,3497.692128,100.1121242,11112.44579,86,24002,9995.459333,5919.144355,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995993,61,5954,68408,25033,20044.74733,20005.78505,5278.712236,3410.425476,99.96003599,11095.56399,49,24068,10010.67623,5946.451827,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992025,119,5930,79963,24890,20004.73565,19989.36667,5929.891813,3332.104884,100.1198971,11113.30858,34,24042,9994.683333,5994.93401,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998637,93,5965,66296,24339,19999.66222,20004.06409,4716.890947,3374.777925,100.0090875,11101.00871,63,24031,10005.76184,5878.646132,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999880,95,5857,125874,25894,19999.84,19998.93191,6931.826999,3422.205303,100.0674672,11107.48886,51,24053,9999.92,5925.591821,-1,0,-1,0,-1,0,-1,0,Non-VPN
14989742,3392,5959,43312,25303,20030.52807,20008.22697,4407.23672,3383.578702,100.0017212,11100.19105,56,24007,10006.50334,5718.305189,-1,0,-1,0,-1,0,-1,0,Non-VPN
14983800,90,5957,74973,28700,20050.92905,20004.20294,5920.265176,3451.320924,99.97463928,11097.18496,26,23990,10009.21844,5856.828226,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994853,5174,5724,43911,24482,20058.3494,19986.94933,4273.225057,3451.226844,99.96763556,11096.40755,62,24093,10009.91522,5620.716858,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999632,74,5879,163921,25315,19998.95461,20001.70628,7976.190656,3353.561985,100.0024534,11100.27233,74,24018,10006.42562,5957.757907,-1,0,-1,0,-1,0,-1,0,Non-VPN
14989624,99,5923,78341,25451,19999.07343,19992.33111,5346.120041,3398.116825,100.0692212,11107.68355,89,24195,9999.749166,5546.90827,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997703,95,5815,68065,24329,20055.34538,20007.14953,6133.828988,3373.614328,99.88196192,11086.89777,64,24018,10018.50568,5769.979037,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994734,94,5976,134200,25053,20019.67156,19993.83445,6675.017622,3441.914956,100.035119,11103.89821,76,24041,10003.15811,5648.871218,-1,0,-1,0,-1,0,-1,0,Non-VPN
14986703,102,5968,80633,25278,19998.06142,20005.58879,5641.675484,3376.242262,100.0887253,11109.84851,90,24018,9997.800534,5599.788054,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999920,3398,5914,46421,24243,20052.23128,19989.78,4841.171884,3368.155066,100.0005333,11100.0592,89,24083,10006.61775,5590.186449,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999870,110,5934,70315,24213,20011.00668,20008.32176,5516.159219,3344.148494,100.0008667,11100.0962,93,24014,10006.58439,5666.10237,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987305,4358,5906,40060,24239,19994.6502,20009.753,4099.88377,3443.864938,100.084705,11109.40226,75,24033,9998.202135,5423.680396,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996393,89,5859,117473,24831,20046.88621,19995.19067,7143.885543,3497.957223,99.95736975,11095.26804,88,24050,10010.94326,5615.987209,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997685,195,5943,77066,25406,20077.22222,20008.46595,4852.069532,3382.742261,99.8820818,11086.91108,56,25241,10018.49365,5695.586359,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999393,3179,5962,40927,25744,20020.72727,19999.19067,4229.844558,3462.436144,100.0040468,11100.4492,88,25373,10006.26618,5526.621618,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998115,519,5957,35951,24218,20057.15395,20005.49132,4057.525334,3350.083241,99.87921816,11086.59322,93,24025,10018.7809,5280.983939,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997212,60,5864,136507,24183,19996.28267,19992.37517,8060.614042,3501.733765,100.0852692,11109.46488,60,24090,9998.141333,5575.91938,-1,0,-1,0,-1,0,-1,0,Non-VPN
14985945,53,5878,100069,24186,19998.35113,20005.7717,5730.643463,3485.955836,100.0937879,11110.41045,53,23996,9997.294863,5501.143052,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995065,113,5947,53276,25296,20008.05874,19993.42,4294.510725,3391.522155,100.0995994,11111.05554,59,24069,9996.71,5371.247007,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996119,100,5922,77795,24557,20048.28743,20007.10547,5386.125761,3402.981023,99.95919611,11095.47077,90,24186,10010.76035,5333.690185,-1,0,-1,0,-1,0,-1,0,Non-VPN
14990740,65,5942,79927,25395,20001.48999,20012.20427,6424.609363,3380.698474,100.0617715,11106.85663,65,24021,10000.49366,5414.531928,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996697,112,5863,65019,25441,20027.57086,19995.03467,5127.702676,3364.930534,100.0220248,11102.44476,90,25441,10004.46765,5140.606245,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997314,117,5913,61591,25319,19996.41867,20002.97864,4856.996142,3415.172619,100.0845885,11109.38932,90,24028,9998.209333,5210.243276,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994229,120,5874,76905,25211,19999.78104,19991.47733,4834.695909,3495.895755,100.1051805,11111.67503,20,24005,9996.152667,5214.274327,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992562,119,5947,119764,24514,19987.26573,20005.64753,9638.093761,3405.139512,78.7056942,8736.332056,119,24514,12716.33757,6668.20922,-1,0,-1,0,-1,0,-1,0,Non-VPN
14989025,-1,5884,-1,26655,0,19985.36667,0,3417.752157,50.1033256,5561.469142,5884,26655,19985.36667,3417.752157,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987837,181,5889,40568,24476,18888.65101,20002.84513,5958.07668,3488.125983,60.04869148,6665.404755,113,24476,16671.67631,6328.34959,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999974,179,5945,98046,25300,19996.30933,19989.77333,5398.332646,3485.517967,100.1335069,11114.81927,91,24036,9993.320453,5344.500322,-1,0,-1,0,-1,0,-1,0,Non-VPN
14988390,105,5931,108423,24473,19993.05474,20004.3765,5762.211322,3470.830424,100.07746,11108.59805,89,24037,9998.925951,5119.352615,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992081,124,5931,69015,25363,20006.38184,19989.44133,4613.337908,3428.808548,100.1195231,11113.26706,17,24006,9994.720667,5236.067432,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997882,121,5882,73158,25066,19997.176,19998.80107,5301.912553,3346.456328,100.0807981,11108.96859,93,23970,9998.588,4926.382914,-1,0,-1,0,-1,0,-1,0,Non-VPN
14986744,7262,5951,43439,24984,19999.65154,20000.19493,3906.43775,3322.883399,100.0884515,11109.81812,67,24013,9997.827885,4980.102595,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992982,114,5884,74056,27545,20004.79973,19988.336,6055.071399,3346.825542,100.1135064,11112.59921,114,24203,9995.321333,5164.994006,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996692,5174,5900,39271,24314,20001.64352,20003.12951,3958.748721,3493.520007,100.0220582,11102.44846,64,24093,10004.46431,4954.428114,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999312,119,5850,75364,24922,19999.08267,19993.84112,5493.370177,3401.419366,100.0712566,11107.90948,77,24162,9999.541333,4984.906335,-1,0,-1,0,-1,0,-1,0,Non-VPN
14990346,104,5832,51514,24413,20007.84379,19999.04139,4371.982944,3411.389074,100.0644014,11107.14856,92,23986,10000.23082,4811.435376,-1,0,-1,0,-1,0,-1,0,Non-VPN
14991054,92,5881,97092,25744,20025.14706,19988.072,6296.284045,3452.203051,100.0596756,11106.62399,89,24010,10000.70314,4874.126666,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996663,122,5912,95194,25068,19995.55067,20000.45928,6579.595492,3408.122711,100.0889331,11109.87158,82,24046,9997.775333,4922.273873,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993189,106,5947,57510,25267,20001.8478,19990.91867,4064.804572,3472.628512,100.1121242,11112.44579,91,23154,9995.459333,4760.955211,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992942,87,5969,151339,25433,20004.9733,20009.5514,6886.182257,3355.847984,100.0470755,11105.22538,62,24050,10001.96264,4763.917343,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996642,4925,5858,35263,24499,19995.52267,20007.60347,4194.86458,3382.749472,100.0890733,11109.88713,88,24024,9997.761333,4852.23597,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996757,1289,5870,35026,25071,20022.45588,19995.676,4179.714758,3349.916569,100.0216247,11102.40034,62,23524,10004.50767,4809.876302,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996141,225,5934,67965,25454,19994.85467,20009.48198,5179.812411,3409.895071,100.0924171,11110.2583,89,24061,9997.427333,4803.512698,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998116,490,5945,66413,25306,20022.20455,19997.488,4394.057377,3427.670091,100.0125616,11101.39434,84,24018,10005.41428,4711.087217,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996235,91,5858,73003,25038,19994.98,20005.70093,5060.774897,3489.595866,100.0917897,11110.18866,56,24023,9997.49,4702.605673,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994866,92,5819,77806,25208,20003.0761,19993.15467,5411.618102,3489.482659,100.1009279,11111.20299,92,23987,9996.577333,4799.037679,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996639,108,5871,77020,25399,20029.24733,20007.03071,5886.037284,3492.551009,99.95573008,11095.08604,50,24138,10011.10748,4895.146028,-1,0,-1,0,-1,0,-1,0,Non-VPN
14986601,99,5892,73420,24365,20048.04418,19989.61949,4570.262127,3357.262947,99.95595399,11095.11089,99,24000,10011.08951,4613.267595,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996928,91,5905,111145,24376,19995.904,19999.24166,6026.847877,3412.720202,100.0871645,11109.67526,74,24076,9997.952,4515.744594,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993129,185,5933,61237,24196,20035.39171,19990.83867,4528.173368,3468.879358,100.0458277,11105.08687,92,23995,10002.08739,4532.294999,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997253,90,5860,73393,25546,20023.03471,20004.39252,5102.02102,3394.682175,100.0183167,11102.03315,87,24017,10004.83856,4397.13869,-1,0,-1,0,-1,0,-1,0,Non-VPN
14984825,117,5955,74170,25029,20021.17246,20001.73965,5270.449897,3386.05454,100.0345349,11103.83338,117,24047,10003.22096,4435.241043,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995307,92,5869,71781,25060,19999.95194,19993.74267,5982.00367,3448.091561,100.097984,11110.87622,92,24030,9996.871333,4488.022264,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997755,108,5951,44078,26398,20050.4746,20008.11081,4384.353256,3387.674005,99.94829226,11094.26044,101,24044,10011.85247,4597.286661,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993279,2900,5962,43751,24657,20005.70761,19991.03867,4375.438144,3393.729596,100.1115233,11112.37909,91,24028,9995.519333,4455.659767,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996398,204,5859,54202,25062,19995.19733,20002.03872,4563.137595,3323.351814,100.0907018,11110.0679,92,24012,9997.598667,4265.539068,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998045,95,5965,458126,25415,20000.66489,19997.39333,17092.67627,3390.991723,100.0797104,11108.84785,95,25415,9998.696667,4634.890049,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999824,94,5915,80905,24391,19999.76533,20002.48598,7174.342923,3554.264883,100.0678408,11107.53033,88,24199,9999.882667,4703.64174,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995130,65,5959,67447,25481,19995.49933,19993.50667,5645.576996,3341.059712,100.0991655,11111.00737,65,24105,9996.753333,4542.498564,-1,0,-1,0,-1,0,-1,0,Non-VPN
14988661,59,5954,136056,24216,20024.3115,20004.46195,6220.715586,3377.40946,100.0089334,11100.99161,59,23997,10005.78171,4386.814732,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997710,109,5920,69952,24911,19996.94667,20002.26435,5422.18822,3388.273113,100.0819458,11109.09599,95,24006,9998.473333,4495.509108,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992169,96,5895,144500,24228,20005.66355,19989.55867,8331.551279,3499.565283,100.1189354,11113.20183,96,24042,9994.779333,4644.430224,-1,0,-1,0,-1,0,-1,0,Non-VPN
14989887,88,5919,169998,25345,19886.824,20011.06542,7811.830395,3500.489192,100.1341771,11114.89366,88,24067,9993.258,4480.886376,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993203,92,5902,90125,26429,20159.25707,19990.93733,6740.943131,3462.762925,99.71184943,11068.01529,92,24141,10035.61111,4647.343964,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998495,108,5864,104975,25002,20060.40562,20005.55941,7056.962524,3496.7129,99.87668763,11086.31233,85,24098,10019.03474,4608.314985,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987552,105,5953,62305,24263,20003.75567,19989.55407,4534.16861,3383.946981,100.0830556,11109.21917,82,24122,9998.366911,4410.212095,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994572,113,5905,71224,25346,20086.72654,20006.93725,6122.725331,3294.839702,99.83612737,11081.81014,88,24042,10023.10963,4513.778073,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998029,151,5948,120098,25035,20185.77254,19991.16822,6450.5406,3477.936654,99.61308916,11057.0529,95,24028,10045.5653,4450.135833,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992907,1198,5848,62617,25056,20025.78342,19999.01602,4716.139942,3448.238536,99.98061083,11097.8478,146,24047,10008.61615,4314.642322,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987443,100,5940,82100,25389,20132.5793,20005.94793,6098.971205,3489.816369,99.75017086,11072.26897,95,24061,10031.75569,4316.192548,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996182,97,5971,84391,24460,20002.76235,19994.90933,5378.653267,3361.341928,100.0921435,11110.22792,91,24034,9997.454667,4303.888096,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998719,595,5949,78974,25095,20053.834,20008.26569,5340.360782,3410.540196,99.87519601,11086.14676,87,24488,10019.18437,4407.842368,-1,0,-1,0,-1,0,-1,0,Non-VPN
14986530,114,5918,121755,24191,20170.2961,19989.64619,5745.47082,3428.925524,99.68952119,11065.53685,114,24035,10037.86336,4269.862851,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995717,92,5903,76128,25372,20128.47919,20004.30574,5423.070455,3343.823157,99.76181866,11073.56187,92,24000,10030.57993,4452.488112,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997159,91,5841,75652,24361,20107.87383,19996.212,5275.815863,3401.688044,99.8189057,11079.89853,91,24030,10024.8389,4371.458144,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996856,108,5924,65343,25538,20004.6502,20010.06142,4616.835875,3290.523039,100.0209644,11102.32705,91,24084,10004.57372,4435.349433,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997198,92,5754,67337,25381,20049.72995,19989.49399,5040.917316,3496.163423,99.95200437,11094.67248,90,24034,10011.48064,4262.363523,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995877,112,5799,72174,24174,20031.25401,20004.42724,5131.845366,3466.332007,99.96080923,11095.64982,87,24169,10010.5988,4252.774194,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992225,488,5835,73283,25023,20078.62601,20005.84112,4892.362195,3369.370757,99.85175649,11083.54497,89,24046,10021.54078,4273.937149,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992156,96,5943,53276,25570,20021.83155,19989.54133,4735.383284,3473.349762,100.0523207,11105.8076,88,24027,10001.43829,4356.394038,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997611,187,5882,245117,26535,20321.96612,19998.16155,9764.14322,3445.252611,99.28247906,11020.35518,105,24040,10079.03965,4393.443107,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995182,90,5888,73024,25073,20072.94504,19993.576,6297.243295,3425.78859,99.89875415,11088.76171,90,24100,10016.82164,4742.516232,-1,0,-1,0,-1,0,-1,0,Non-VPN
14990171,221,5927,50330,25201,19983.52267,20007.41656,4591.073012,3495.752419,100.13228,11114.68308,95,24055,9993.447333,4411.143669,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996200,116,5910,75706,24214,20028.33957,19994.93333,4657.918466,3443.607924,100.0253398,11102.81271,87,24033,10004.13609,4294.204088,-1,0,-1,0,-1,0,-1,0,Non-VPN
14991023,95,5860,1020197,25271,21493.63845,20005.97463,38337.92304,3357.73269,96.59113991,10721.61653,71,25068,10360.07118,5129.722006,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995365,1834,5952,67696,24281,20047.27941,19990.72363,5167.310865,3417.241676,99.96422228,11096.02867,50,24015,10010.25701,4625.713525,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993463,940,5955,74289,24384,20103.19597,20007.76636,5307.214404,3350.371717,99.77681607,11075.22658,84,24051,10029.07224,4703.046359,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998237,163,5925,68183,25376,20049.82731,19997.64933,4650.261725,3421.308863,99.94508021,11093.9039,89,24031,10012.17423,4393.084141,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994425,2889,5953,77338,25002,20169.66083,20008.18158,5089.061357,3446.272409,99.63703176,11059.71053,92,24034,10043.15137,4312.757734,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993594,101,5930,59055,24531,20023.85428,20007.35381,4753.891163,3394.843833,99.97602976,11097.3393,94,24059,10009.07477,4499.554119,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992927,186,5888,69087,25305,20097.75737,19992.33111,5718.834699,3486.961522,99.84708123,11083.02602,92,24043,10022.01003,4624.903548,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997091,5117,5923,41467,25358,20022.81842,20004.17891,4470.846315,3399.300236,100.0193971,11102.15308,61,24005,10004.73049,4661.248921,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995288,133,5947,178539,25211,20328.76662,19993.71733,8262.187447,3478.417659,99.29785943,11022.0624,52,25211,10077.47849,4821.930177,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998692,105,5934,96565,24384,20078.57028,20008.79973,5832.56756,3434.840946,99.8753758,11086.16671,87,24140,10019.16633,4625.546729,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995570,5884,5954,72881,25346,20109.99463,19990.97333,5162.164939,3567.785019,99.82948297,11081.07261,58,24056,10023.77674,4735.385995,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992815,116,5870,128743,25579,20091.39812,20004.34713,5944.070822,3410.557634,99.84782711,11083.10881,88,24171,10021.93516,4882.556763,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997260,801,5941,111281,25316,20216.65722,19996.34667,6911.269464,3415.130434,99.55151808,11050.21851,90,24097,10051.78284,4925.36452,-1,0,-1,0,-1,0,-1,0,Non-VPN
14988099,116,5923,98249,24177,20101.40403,20010.81308,6081.040173,3377.145877,99.81252459,11079.19023,25,24115,10025.48428,4968.272975,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995692,144,5981,67211,25290,19994.256,20006.96529,4439.18899,3375.650423,100.0954141,11110.59096,88,24033,9997.128,4800.666055,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999281,3465,5847,42943,25511,20023.6123,19999.04133,4625.445935,3420.940101,100.0047936,11100.53209,91,24049,10006.19146,5544.466017,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987151,3133,5909,39239,25311,20036.29813,20001.87049,4628.272427,3373.71869,100.0190096,11102.11007,13,24182,10004.7737,5865.840073,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998473,986,5941,78022,25248,19987.632,19992.41867,5025.335076,3444.79051,100.1435279,11115.9316,81,24978,9992.320453,5778.132352,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999746,3864,5945,39331,25309,20026.36315,20002.73298,4118.646161,3423.126478,100.0016934,11100.18796,95,24159,10006.50167,4761.049848,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995413,193,5820,67193,25355,20057.46319,19993.884,5490.455593,3557.119603,99.96390229,11095.99315,78,24124,10010.28905,5238.613398,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992651,194,5935,55561,25102,20027.72594,20009.72363,5357.032261,3350.722371,99.982318,11098.0373,63,24030,10008.44526,4756.082313,-1,0,-1,0,-1,0,-1,0,Non-VPN
14981255,5925,5943,45057,25412,20001.67557,19988.27236,3925.284993,3447.39656,100.125123,11113.88866,91,24036,9994.166111,4956.311628,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998979,223,5930,45331,25072,20025.33912,20005.42991,4355.735598,3419.141974,100.0068071,11100.75559,52,24059,10005.98999,4924.266338,-1,0,-1,0,-1,0,-1,0,Non-VPN
14990656,2832,5879,50991,24512,20020.15775,20010.74766,4154.853045,3414.596689,99.99562394,11099.51426,35,24088,10007.11348,5221.634307,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994187,8549,5891,34209,25555,19998.24833,19992.24933,4230.390426,3308.948483,100.1054609,11111.70616,89,24077,9996.124667,5118.16838,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998183,8596,5945,40750,25489,20024.27637,20008.20694,3907.86351,3340.391041,100.0121148,11101.34474,30,24175,10005.45897,5027.482002,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995202,2184,5969,36781,24700,20025.34225,19993.60267,4203.298085,3361.395541,100.0319969,11103.55166,85,24700,10003.47031,5219.920993,-1,0,-1,0,-1,0,-1,0,Non-VPN
14991864,1130,5983,43404,25330,20015.83979,19998.73031,4385.413952,3353.87806,100.0542694,11106.02391,89,24027,10001.2435,5067.682703,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994221,189,5936,63258,25064,20082.13941,19992.29467,5100.593895,3431.042421,99.90515679,11089.4724,77,24049,10016.17969,5267.90572,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999313,4160,5887,57141,24195,20025.78505,20004.46862,4789.272254,3375.066545,100.0045802,11100.5084,69,24155,10006.21281,5182.927824,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993098,1168,5879,39014,25132,20053.94779,19990.79733,4467.037354,3453.705804,99.97933716,11097.70642,77,24072,10008.74366,5323.274845,-1,0,-1,0,-1,0,-1,0,Non-VPN
14993064,1325,5924,41567,25449,20009.05073,20011.00534,4441.4602,3401.51112,100.0462614,11105.13501,80,24035,10002.04403,5250.639274,-1,0,-1,0,-1,0,-1,0,Non-VPN
14998188,112,5928,62898,25339,20024.28304,19992.13218,4470.519749,3461.993161,100.0120815,11101.34104,17,24022,10005.46231,5167.984871,-1,0,-1,0,-1,0,-1,0,Non-VPN
14984245,99,5863,83068,24949,20033.08166,20005.5247,5426.253477,3434.164824,99.97167024,11096.8554,59,24100,10009.5157,5293.359153,-1,0,-1,0,-1,0,-1,0,Non-VPN
14999608,251,5951,63006,25060,19999.47733,20002.83845,4840.949879,3438.62451,100.0692818,11107.69028,73,24168,9999.738667,5355.371432,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997287,1983,5902,53115,25340,20030.1992,19996.38267,4355.97551,3427.749502,100.0180899,11102.00798,60,24138,10004.86124,5429.316587,-1,0,-1,0,-1,0,-1,0,Non-VPN
14987099,1982,5893,68110,24178,20020.51872,20008.14553,4238.559508,3376.179611,100.0193566,11102.14859,51,24141,10004.73899,5279.114481,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997723,92,5899,75803,24270,20023.66222,19993.61148,5042.973229,3412.441078,100.0151823,11101.68524,66,24061,10005.1521,5706.223724,-1,0,-1,0,-1,0,-1,0,Non-VPN
14997861,182,5937,67559,24265,20060.58099,20005.72096,5598.033438,3467.527015,99.88090968,11086.78097,80,24032,10018.61122,5683.517649,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994861,1530,5960,67791,24375,20059.19946,19988.49867,4597.795231,3442.151892,99.96758223,11096.40163,62,24137,10009.92056,5241.956545,-1,0,-1,0,-1,0,-1,0,Non-VPN
14991064,111,5947,70779,24396,20062.20348,20004.66222,5216.767814,3407.908391,99.92619603,11091.80776,90,24154,10014.07081,5669.726096,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995906,4893,5974,37964,25378,19989.99867,19993.7,4252.060034,3400.942208,100.1606705,11117.83443,58,25368,9990.61026,5645.626716,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996807,91,5800,120544,24257,20022.43925,20003.13752,6343.008735,3456.789485,100.0212912,11102.36332,88,24257,10004.54103,5686.917462,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996545,98,5955,52735,25394,20030.32086,20009.68892,4618.19679,3381.514835,99.95635661,11095.15558,76,24165,10011.04473,5605.87466,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996308,367,5959,77113,25306,20083.1756,19995.07733,4986.867898,3445.005749,99.89125323,11087.92911,50,24082,10017.57381,5777.138705,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996364,192,5891,63507,24230,20021.8478,20005.66889,5311.86488,3418.58802,100.0242459,11102.69129,61,24023,10004.2455,5959.363426,-1,0,-1,0,-1,0,-1,0,Non-VPN
14992469,259,5964,58362,24320,20024.18182,19989.95867,4357.301822,3357.806724,100.0502319,11105.57574,83,24082,10001.6471,5556.075586,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996943,1966,5901,43670,25065,19995.924,20006.749,4169.414595,3411.941022,100.0870644,11109.66415,10,24046,9997.962,5456.824775,-1,0,-1,0,-1,0,-1,0,Non-VPN
14995146,2589,5876,75979,24197,20135.02554,19993.528,4891.200461,3386.259207,99.76561749,11073.98354,78,24112,10030.19799,5395.979383,-1,0,-1,0,-1,0,-1,0,Non-VPN
14996791,2989,5914,30007,24199,19995.72133,20002.79306,3702.479858,3467.728202,100.0880788,11109.77675,91,24029,9997.860667,5566.606392,-1,0,-1,0,-1,0,-1,0,Non-VPN
14994356,682,5952,51099,25293,19994.76368,19992.47467,4485.984499,3451.618514,100.1043326,11111.58092,50,24068,9996.237333,5523.316792,-1,0,-1,0,-1,0,-1,0,Non-VPN
